Item name,SKU,Category,Items sold,Gross sales,Items refunded,Refunds,Discounts,Net sales,Cost of goods,Gross profit,Margin,Taxes
INPLAY GS750 ULTRA RATED WATTS PSU RGB 80+ (GS7502409000707),11230,"Power supply, AVR & UPS",1.000,2100.00,0.000,0.00,0.00,2100.00,1360.48,739.52,35.22%,0.00
INPLAY GS750 ULTRA RATED WATTS PSU RGB 80+ (GS7502409000708),11231,"Power supply, AVR & UPS",1.000,2200.00,0.000,0.00,0.00,2200.00,1360.48,839.52,38.16%,0.00
INPLAY GS750 ULTRA RATED WATTS PSU RGB 80+ (GS7502409000709),11232,"Power supply, AVR & UPS",1.000,2200.00,0.000,0.00,0.00,2200.00,1360.48,839.52,38.16%,0.00
INPLAY GS750 ULTRA RATED WATTS PSU RGB 80+ (GS7502409000710),11233,"Power supply, AVR & UPS",1.000,2200.00,0.000,0.00,0.00,2200.00,1360.48,839.52,38.16%,0.00
INPLAY GS750 ULTRA RATED WATTS PSU RGB 80+ (WS),10130,"Power supply, AVR & UPS",1.000,1200.00,0.000,0.00,0.00,1200.00,0.00,1200.00,100.00%,0.00
inplay h510 headset 5.1 channel black,10260,Headset and Speaker,18.000,6092.00,1.000,339.00,47.46,5705.54,4845.00,860.54,15.08%,63.47
Inplay hn620 noise cancelling headset,10247,Headset and Speaker,16.000,8506.00,0.000,0.00,0.00,8506.00,6118.29,2387.71,28.07%,0.00
inplay honey comb pro full tower atx pc case (black),10423,No category,1.000,1350.00,0.000,0.00,0.00,1350.00,1107.00,243.00,18.00%,0.00
inplay honey comb pro full tower atx pc case (white),10424,No category,9.000,12192.00,0.000,0.00,0.00,12192.00,9962.64,2229.36,18.29%,0.00
INPLAY ICE ONE RGB,10052,Cpu fan & rgb fans,182.000,23749.00,3.000,387.00,12.90,23349.10,15381.06,7968.04,34.13%,0.00
INPLAY ICE TOWER 3IN1 V2 KIT RGB FAN (DISCOUNT),10127,Cpu fan & rgb fans,142.000,90314.00,1.000,585.00,167.13,89561.87,64055.16,25506.71,28.48%,285.30
INPLAY KMT-1 BLACK SINGLE ARM MONITOR STAND MOUNT 13-32 INCH,10696,Accessories,1.000,1200.00,0.000,0.00,0.00,1200.00,602.96,597.04,49.75%,0.00
inplay m04-white moon white best seller fan,10259,best seller,71.000,6319.00,0.000,0.00,100.13,6218.87,4189.00,2029.87,32.64%,79.30
inplay m05 (White) rgb fan 120mm 4 pin sata (diiscount),10718,Cpu fan & rgb fans,338.000,29580.12,0.000,0.00,47.60,29532.52,19085.25,10447.27,35.38%,51.38
inplay m05 (White) rgb fan 120mm 4 pin sata (diiscount),10718,Cpu fan & rgb fans,353.000,35070.00,0.000,0.00,0.00,35070.00,19302.08,15767.92,44.96%,53.55
inplay m05 (White) rgb fan 120mm 4 pin sata (ws),10719,Cpu fan & rgb fans,37.000,3386.00,0.000,0.00,0.00,3386.00,2061.64,1324.36,39.11%,0.00
INPLAY MECHANICAL NK970 DYNAMIC RUNNING LIGHT 97 KEYS GAMING KB (DISCOUNT),11115,Keyboard & mouse,1.000,1299.00,0.000,0.00,0.00,1299.00,0.00,1299.00,100.00%,0.00
inplay meta A500 m atx pc case (discount),10009,Casing,2.000,2580.00,0.000,0.00,0.00,2580.00,1638.06,941.94,36.51%,0.00
INPLAY METEOR CASING BLACK & WHITE (BLACK),10313,Casing,4.000,5000.00,0.000,0.00,0.00,5000.00,0.00,5000.00,100.00%,0.00
INPLAY METEOR CASING BLACK & WHITE (WHITE),10229,Casing,48.000,64768.00,1.000,1399.00,670.31,62698.69,49549.12,13149.57,20.97%,495.00
INPLAY METEOR CASING BLACK & WHITE (WHITE WS),10193,Casing,9.000,10650.00,0.000,0.00,0.00,10650.00,10350.00,300.00,2.82%,0.00
INPLAY METEOR CASING BLACK & WHITE (black),10314,Casing,58.000,70868.00,0.000,0.00,0.00,70868.00,54675.32,16192.68,22.85%,0.00
Inplay Mouse Coloful Gradiance M360,10783,Keyboard & mouse,2.000,500.00,0.000,0.00,0.00,500.00,490.00,10.00,2.00%,0.00
Inplay Mouse M360,10039,Keyboard & mouse,2.000,180.00,0.000,0.00,0.00,180.00,140.00,40.00,22.22%,0.00
INPLAY MS-246 SPEAKER (DISCOUNT),10605,Headset and Speaker,32.000,6900.00,0.000,0.00,0.00,6900.00,3613.68,3286.32,47.63%,95.45
INPLAY MS-246 SPEAKER (WS),10606,Headset and Speaker,1.000,250.00,0.000,0.00,0.00,250.00,0.00,250.00,100.00%,0.00
inplay ms301 mini speaker,10251,Headset and Speaker,2.000,1198.00,0.000,0.00,0.00,1198.00,910.00,288.00,24.04%,0.00
INPLAY N33 LAPTOP COOLLING PAD 2 USB RGB FAN,11820,Cpu fan & rgb fans,1.000,355.00,0.000,0.00,0.00,355.00,0.00,355.00,100.00%,0.00
Inplay nk680 mechanical 68keys,10114,Keyboard & mouse,4.000,3100.00,0.000,0.00,0.00,3100.00,2200.00,900.00,29.03%,0.00
INPLAY NOISE CANCELLING HEADSET HN620 V2 (DISCOUNT),10153,Headset and Speaker,1.000,529.00,0.000,0.00,0.00,529.00,0.00,529.00,100.00%,0.00
inplay phoenix p1 cpu fan 85w,10115,best seller,112.000,37261.92,1.000,350.00,93.59,36818.33,20370.68,16447.65,44.67%,30.00
INPLAY ROG EXTENDED MOUSEPAD (DISCOUNT),10232,Accessories,176.000,19618.00,0.000,0.00,0.00,19618.00,13331.40,6286.60,32.05%,0.00
INPLAY ROG EXTENDED MOUSEPAD (WS),10233,Accessories,8.000,800.00,0.000,0.00,0.00,800.00,0.00,800.00,100.00%,0.00
INPLAY S20 CPU COOLER 100W HEATSINK,10133,Cpu fan & rgb fans,99.000,36738.00,0.000,0.00,11.06,36726.94,13733.42,22993.52,62.61%,70.90
INPLAY S500 WIRED RGB GAMING HEADSET WITH MIC,11767,Headset and Speaker,43.000,9890.00,0.000,0.00,0.00,9890.00,0.00,9890.00,100.00%,0.00
INPLAY SEAVIEW PAVILLION MATX CASE BLACK,10248,Casing,14.000,24219.53,0.000,0.00,219.89,23999.64,18900.00,5099.64,21.25%,213.49
INPLAY SEAVIEW PAVILLION MATX CASE WHITE,10315,Casing,4.000,7859.00,0.000,0.00,432.89,7426.11,5760.00,1666.11,22.44%,423.73
INPLAY SEAVIEW TOWER 3 IN 1 ARGB FAN KIT (BLACK),10569,Cpu fan & rgb fans,4.000,3160.00,0.000,0.00,0.00,3160.00,2334.16,825.84,26.13%,0.00
INPLAY SEAVIEW TOWER 3 IN 1 ARGB FAN KIT (WHITE),10567,Cpu fan & rgb fans,6.000,4860.00,0.000,0.00,0.00,4860.00,3621.96,1238.04,25.47%,0.00
inplay sk610-m mechanical keyboard 61key,10256,Keyboard & mouse,11.000,12682.00,1.000,1199.00,171.40,11311.60,8750.00,2561.60,22.65%,204.67
Inplay sk960 - GW wireless mechanical keyboard bluetooth,10305,Keyboard & mouse,3.000,4847.00,0.000,0.00,0.00,4847.00,3570.00,1277.00,26.35%,0.00
INPLAY SMALL MOUSEPAD BLACK,10037,Accessories,1155.000,28831.00,11.000,275.00,274.64,28281.36,14492.66,13788.70,48.76%,159.14
INPLAY SMALL MOUSEPAD WHITE,11623,Accessories,57.000,1425.00,0.000,0.00,0.00,1425.00,0.00,1425.00,100.00%,0.00
INPLAY SOUND BAR SPEAKER BS-100 BLACK & WHITE (DISCOUNT),10216,Headset and Speaker,24.000,17147.00,0.000,0.00,100.30,17046.70,12976.56,4070.14,23.88%,79.10
INPLAY SOUND BAR SPEAKER BS-100 BLACK & WHITE (DISCOUNT),10568,Headset and Speaker,3.000,2250.00,0.000,0.00,0.00,2250.00,0.00,2250.00,100.00%,0.00
INPLAY STX200 BUNDLE RGB (BUNDLE),10409,Keyboard & mouse,1010.000,271751.22,12.000,3136.00,1508.18,267107.04,167211.54,99895.50,37.40%,1354.46
INPLAY STX200 BUNDLE RGB (keyboard only),10342,Keyboard & mouse,60.000,14100.00,30.000,7050.00,0.00,7050.00,6330.00,720.00,10.21%,0.00
INPLAY STX360 BUNDLE RGB (bundle),11105,Keyboard & mouse,390.000,116576.00,1.000,285.00,190.07,116100.93,81208.00,34892.93,30.05%,32.82
INPLAY STX360 BUNDLE RGB (keyboard only),11106,Keyboard & mouse,3.000,600.00,0.000,0.00,0.00,600.00,722.55,-122.55,-20.42%,0.00
INPLAY STX365 BUNDLE RGB,11773,Keyboard & mouse,71.000,24850.00,0.000,0.00,0.00,24850.00,0.00,24850.00,100.00%,0.00
INPLAY STXB18W BLUETOOTH WIRELESS KEYBOARD AND MOUSE (WHITE),10812,Keyboard & mouse,3.000,2050.00,0.000,0.00,0.00,2050.00,1357.02,692.98,33.80%,0.00
INPLAY T2 GAMING TABLE,10002,Accessories,1.000,4900.00,0.000,0.00,98.00,4802.00,3850.00,952.00,19.83%,0.00
INPLAY THUNDER PC CASE BUILD-IN 6 ARGB FAN CASING,11757,Casing,2.000,6600.00,0.000,0.00,0.00,6600.00,0.00,6600.00,100.00%,0.00
INPLAY UPS 1000VA (DISCOUNT),10406,"Power supply, AVR & UPS",2.000,5300.00,0.000,0.00,0.00,5300.00,0.00,5300.00,100.00%,0.00
INPLAY UPS 650VA (31004380854008803557),11827,"Power supply, AVR & UPS",1.000,1685.00,0.000,0.00,0.00,1685.00,0.00,1685.00,100.00%,0.00
INPLAY UPS 650VA (31004380854008803559),11830,"Power supply, AVR & UPS",1.000,1600.00,0.000,0.00,0.00,1600.00,0.00,1600.00,100.00%,0.00
INPLAY UPS 650VA (31004380854008803560),11829,"Power supply, AVR & UPS",1.000,1600.00,0.000,0.00,0.00,1600.00,0.00,1600.00,100.00%,0.00
INPLAY UPS 650VA (31004380854008803564),11826,"Power supply, AVR & UPS",1.000,1685.00,0.000,0.00,0.00,1685.00,0.00,1685.00,100.00%,0.00
INPLAY UPS 650VA (DISCOUNT),10959,"Power supply, AVR & UPS",2.000,3370.00,0.000,0.00,0.00,3370.00,0.00,3370.00,100.00%,0.00
INPLAY V100 CASING BLACK,10313,Casing,8.000,10000.00,1.000,1250.00,100.00,8650.00,6441.16,2208.84,25.54%,0.00
INPLAY V100 CASING BLACK & WHITE (BLACK),10400,Casing,12.000,16788.00,0.000,0.00,0.00,16788.00,9642.76,7145.24,42.56%,0.00
INPLAY V100 CASING BLACK & WHITE (WHITE),10399,Casing,21.000,31479.00,0.000,0.00,821.50,30657.50,19033.16,11624.34,37.92%,828.41
INPLAY V200 OPENVIEW (BLACK V200),10564,Casing,6.000,8760.00,0.000,0.00,0.00,8760.00,5940.00,2820.00,32.19%,0.00
INPLAY WIND 01 CASING,10149,Casing,147.000,100962.00,0.000,0.00,0.00,100962.00,76945.49,24016.51,23.79%,0.00
install games & application,10181,No category,2.000,500.00,0.000,0.00,4.90,495.10,100.00,395.10,79.80%,0.00
install os vendo,10180,No category,6.000,600.00,0.000,0.00,0.00,600.00,200.00,400.00,66.67%,0.00
INTEL CORE I3 10105 (Discount),10734,Processor,2.000,12000.00,0.000,0.00,0.00,12000.00,9542.08,2457.92,20.48%,0.00
intel core i3 9th gen,10492,Processor,1.000,4499.00,0.000,0.00,0.00,4499.00,1000.00,3499.00,77.77%,0.00
INTEL CORE I5 - 10400F BRAND NEW (ws),11701,Processor,1.000,8230.00,0.000,0.00,0.00,8230.00,0.00,8230.00,100.00%,0.00
intel core i5 10th gen (wholesale),10200,Processor,3.000,21352.00,0.000,0.00,0.00,21352.00,20100.00,1252.00,5.86%,0.00
"intel core i5, 10400/ 10th gen (1 / 2)",10200,Processor,1.000,10178.00,0.000,0.00,1119.58,9058.42,6670.00,2388.42,26.37%,1087.01
"intel core i5, 10400/ 10th gen (899 / 9999)",10409,Processor,1.000,8900.00,0.000,0.00,0.00,8900.00,7500.00,1400.00,15.73%,0.00
INTEL CORE i5- 12400 / 12TH GEN. (X410H013),10026,Processor,8.000,74500.00,0.000,0.00,0.00,74500.00,57100.00,17400.00,23.36%,0.00
INTEL CORE i5- 12400 / 12TH GEN. (X429M896),100272,Processor,5.000,42500.00,2.000,17000.00,0.00,25500.00,14000.00,11500.00,45.10%,0.00
INTEL CORE i5- 12400 / 12TH GEN. (X516L777),11799,Processor,1.000,8500.00,0.000,0.00,0.00,8500.00,0.00,8500.00,100.00%,0.00
INTEL CORE i5- 12400 / 12TH GEN. (X520L653),11798,Processor,2.000,17000.00,0.000,0.00,0.00,17000.00,0.00,17000.00,100.00%,0.00
INTEL CORE I5-3TH GEN PROCESSOR (DISCOUNT),10143,Processor,1.000,1500.00,0.000,0.00,0.00,1500.00,0.00,1500.00,100.00%,0.00
"INTEL CORE I5-6TH GEN, B150 GAMER PRO, 8GB RAM, 256 SSD, GT 730",11552,No category,1.000,60099.00,0.000,0.00,0.00,60099.00,0.00,60099.00,100.00%,0.00
INTEL CORE I7 - 9700F BRAND NEW (discount),11694,Processor,1.000,9000.00,0.000,0.00,0.00,9000.00,0.00,9000.00,100.00%,0.00
"intel core i7 11700, 11th gen & core i7 10700, 10th gen (X312L110)",11415,Processor,1.000,9000.00,0.000,0.00,0.00,9000.00,11500.00,-2500.00,-27.78%,0.00
Intel cpu fan cooler 12th gen original,10048,Cpu fan & rgb fans,5.000,2245.00,0.000,0.00,0.00,2245.00,1500.00,745.00,33.18%,0.00
INTEL CPU STOCK FAN (DISCOUNT),10509,Cpu fan & rgb fans,83.000,13275.00,0.000,0.00,78.00,13197.00,7470.10,5726.90,43.40%,65.88
INTEL CPU STOCK FAN (WS),10705,Cpu fan & rgb fans,1.000,200.00,0.000,0.00,0.00,200.00,90.93,109.07,54.54%,0.00
INTEL I5 - 9400G PROCESSOR,10187,Processor,3.000,17350.00,2.000,11900.00,0.00,5450.00,0.00,5450.00,100.00%,0.00
INTEL I5-2ND GEN PROCESSOR,10159,Processor,1.000,300.00,0.000,0.00,0.00,300.00,0.00,300.00,100.00%,0.00
INTEL PENTIUM G450 (ws),11808,Processor,3.000,7500.00,0.000,0.00,0.00,7500.00,0.00,7500.00,100.00%,0.00
intel pentium gold g5400 (ws),10755,Processor,1.000,1000.00,0.000,0.00,0.00,1000.00,1500.00,-500.00,-50.00%,0.00
iodata 24 inches fix price,10163,Monitors & TV,2.000,5699.00,0.000,0.00,0.00,5699.00,4500.00,1199.00,21.04%,0.00
jade one x1 inplay case fan,10347,Cpu fan & rgb fans,10.000,1650.00,0.000,0.00,0.00,1650.00,850.00,800.00,48.48%,0.00
jericho valdez ryzen 3 3200g home credit,10518,composite items,1.000,18900.00,0.000,0.00,0.00,18900.00,10335.54,8564.46,45.31%,0.00
jinhua dvi to dvi cable,10218,Cables & wirings,1.000,200.00,0.000,0.00,0.00,200.00,120.00,80.00,40.00%,0.00
JINHUA IH402E dvi cable 1080p black,11155,Cables & wirings,8.000,2320.00,0.000,0.00,0.00,2320.00,0.00,2320.00,100.00%,0.00
Jite Wireless Mouse T-01,10786,Keyboard & mouse,4.000,1170.00,1.000,280.00,0.00,890.00,450.00,440.00,49.44%,0.00
Jonsbo CR 1400 CPU Cooler 4 Heatpipes PWM 3 Pin,10022,Accessories,4.000,4847.00,0.000,0.00,0.00,4847.00,3481.82,1365.18,28.17%,0.00
Jonsbo CR1200 CPU Cooler Heatsink 4 Heatpipes 3Pin Cooling Fan,10474,Accessories,1.000,1099.00,0.000,0.00,0.00,1099.00,579.09,519.91,47.31%,0.00
JUNGLE LEOPARD KF40 ARGB HEATSINK BLACK & WHITE (DISCOUNT),10314,Cpu fan & rgb fans,2.000,2700.00,0.000,0.00,0.00,2700.00,0.00,2700.00,100.00%,0.00
KB066,10007,Keyboard & mouse,2.000,700.00,0.000,0.00,0.00,700.00,560.00,140.00,20.00%,0.00
kent ryan Purias a10 7800 pro / 19 dell / stx 360/ms001/x10,10578,composite items,1.000,8500.00,0.000,0.00,0.00,8500.00,5054.78,3445.22,40.53%,0.00
Kingston 120 GB Assorted SSD 300V,10012,composite items,4.000,2600.00,0.000,0.00,37.94,2562.06,600.00,1962.06,76.58%,12.62
KINGSTON SSD 120GB ASSORTED (50026B725404948A),11080,No category,1.000,650.00,0.000,0.00,0.00,650.00,550.00,100.00,15.38%,0.00
KINGSTON SSD 120GB ASSORTED (50026B725416764A),11077,No category,1.000,890.00,0.000,0.00,0.00,890.00,550.00,340.00,38.20%,0.00
KINGSTON SSD 120GB ASSORTED (50026B725452765A),11090,No category,1.000,650.00,0.000,0.00,0.00,650.00,550.00,100.00,15.38%,0.00
KINGSTON SSD 120GB ASSORTED (50026B735701E4E8),11082,No category,1.000,650.00,0.000,0.00,0.00,650.00,550.00,100.00,15.38%,0.00
KINGSTON SSD 120GB ASSORTED (50026B7365020246),11081,No category,1.000,650.00,0.000,0.00,0.00,650.00,550.00,100.00,15.38%,0.00
KINGSTON SSD 120GB ASSORTED (50026B77511012B8),11085,No category,1.000,650.00,0.000,0.00,0.00,650.00,550.00,100.00,15.38%,0.00
Kingston ssd 480gb,10146,Ssd & storage,1.000,2499.00,0.000,0.00,0.00,2499.00,1750.00,749.00,29.97%,0.00
L SPACER (piece),10168,Accessories,224.000,1120.00,0.000,0.00,1.54,1118.46,376.00,742.46,66.38%,6.69
LAN Coupler,10222,Network Accessories,9.000,585.00,0.000,0.00,0.00,585.00,270.00,315.00,53.85%,0.00
LAPTOP STAND,10056,Accessories,2.000,700.00,0.000,0.00,10.00,690.00,300.00,390.00,56.52%,0.00
LB-LINK 2IN1 WIFI ADAPTOR +BLUETOOTH DONGLE (DISCOUNT),10171,converter cables & others,3.000,1950.00,0.000,0.00,0.00,1950.00,0.00,1950.00,100.00%,0.00
LCD wall mount,10320,Accessories,10.000,1990.00,0.000,0.00,39.80,1950.20,1395.00,555.20,28.47%,54.07
LED FRAME RGB COINSLOT,10051,Vendo & pisonet parts Accessories,104.000,16662.00,1.000,150.00,78.74,16433.26,8708.04,7725.22,47.01%,39.40
lenovo 32gb usb 3.1 dual port type c + type a (discount),10508,No category,25.000,9682.00,0.000,0.00,164.18,9517.82,6750.00,2767.82,29.08%,148.18
LENOVO MICRO SD 16GB 100MBPS (discount),11578,Ssd & storage,4.000,1020.00,0.000,0.00,0.00,1020.00,0.00,1020.00,100.00%,0.00
LENOVO MICRO SD 16GB 100MBPS (ws),11579,Ssd & storage,1.000,782.00,0.000,0.00,0.00,782.00,0.00,782.00,100.00%,0.00
Lenovo Thinkpad core i5 4th gen,10220,Laptop,1.000,10500.00,0.000,0.00,0.00,10500.00,7000.00,3500.00,33.33%,0.00
Lenovo USB Flash drive 32gb MU222 think plus (discount),10775,No category,5.000,1900.00,0.000,0.00,0.00,1900.00,906.45,993.55,52.29%,0.00
LICENSE VENDO ONE CLICK SYSTEM LESS 50 FOR BUILDER,000001,Vendo & pisonet parts Accessories,54.000,35569.00,1.000,500.00,143.21,34925.79,15900.00,19025.79,54.47%,45.37
Lite x10 case disassembly (case),10440,No category,86.000,39499.00,7.000,3290.00,0.00,36209.00,29550.10,6658.90,18.39%,14.10
Lite x10 case disassembly (casing only),10442,No category,149.000,97020.00,0.000,0.00,0.00,97020.00,63570.61,33449.39,34.48%,153.90
Lite x10 case disassembly (power chord/lite x10),10441,No category,367.000,20185.00,0.000,0.00,1.09,20183.91,12845.00,7338.91,36.36%,17.04
Lite x10 case disassembly (psu700w),10439,No category,70.000,52461.00,1.000,800.00,251.76,51409.24,43635.00,7774.24,15.12%,0.00
Lite X10 case only no psu,10109,Casing,26.000,10400.00,0.000,0.00,84.76,10315.24,8750.00,1565.24,15.17%,0.00
LITE X10 CASING W/ GP200B PSU (discount),12101,Casing,9.000,8550.00,0.000,0.00,0.00,8550.00,0.00,8550.00,100.00%,0.00
LITE X10 CASING W/ GP200B PSU (ws),12102,Casing,1.000,1055.00,0.000,0.00,0.00,1055.00,0.00,1055.00,100.00%,0.00
LITE X220 BLACK CASING WITH 2 RGB FANS (DISCOUNT),10063,Casing,43.000,29240.00,0.000,0.00,0.00,29240.00,0.00,29240.00,100.00%,0.00
LITE X220 BLACK CASING WITH 2 RGB FANS (WS),12218,Casing,10.000,6130.00,0.000,0.00,0.00,6130.00,0.00,6130.00,100.00%,0.00
lite x50 disassembly (GP200B 700watts psu),10404,Casing,26.000,11524.00,0.000,0.00,198.25,11325.75,8681.98,2643.77,23.34%,196.71
lite x50 disassembly (case only),10401,Casing,102.000,50983.00,0.000,0.00,625.84,50357.16,36098.40,14258.76,28.32%,741.83
lite x50 disassembly (casing set),10408,Casing,48.000,40166.00,1.000,869.00,1448.36,37848.64,31817.00,6031.64,15.94%,1733.32
lite x50 disassembly (power chord),10171,Casing,166.000,72927.40,0.000,0.00,614.89,72312.51,56631.16,15681.35,21.69%,180.09
lite x50 without psu,10239,Casing,21.000,11970.00,0.000,0.00,139.90,11830.10,7350.00,4480.10,37.87%,0.00
Lite x9,10127,Casing,2.000,1600.00,0.000,0.00,16.00,1584.00,1380.00,204.00,12.88%,0.00
Logitech mouse G-102 (Discount),10714,Keyboard & mouse,10.000,4500.00,0.000,0.00,0.00,4500.00,2060.00,2440.00,54.22%,0.00
Logitech mouse G-102 (Ws),10717,Keyboard & mouse,7.000,3700.00,0.000,0.00,0.00,3700.00,1400.00,2300.00,62.16%,0.00
Logitech R500 Laser Presentation Bluetooth for Powerpoint,10324,Accessories,1.000,499.00,0.000,0.00,0.00,499.00,300.00,199.00,39.88%,0.00
M.2 256GB HKC SHADOWING (DISCOUNT),10036,Ssd & storage,2.000,5399.00,0.000,0.00,0.00,5399.00,0.00,5399.00,100.00%,0.00
M.2 256GB HKC SHADOWING (SKSRX24B035Z0968),11816,Ssd & storage,1.000,1900.00,0.000,0.00,0.00,1900.00,0.00,1900.00,100.00%,0.00
M.2 RAMSTA 128GB SSD R600 (RHW372703SA00320),10254,Ssd & storage,1.000,950.00,0.000,0.00,0.00,950.00,640.00,310.00,32.63%,0.00
M.2 RAMSTA 128GB SSD R600 (RHW372703SA00550),10944,Ssd & storage,1.000,950.00,0.000,0.00,0.00,950.00,640.00,310.00,32.63%,0.00
M.2 RAMSTA 128GB SSD R600 (RHW372703SA00593),10943,Ssd & storage,1.000,950.00,0.000,0.00,0.00,950.00,640.00,310.00,32.63%,0.00
M.2 RAMSTA 128GB SSD R600 (RHW372703SA00596),10945,Ssd & storage,1.000,950.00,0.000,0.00,0.00,950.00,640.00,310.00,32.63%,0.00
M.2 RAMSTA 128GB SSD R600 (RHW372703SA00601),10946,Ssd & storage,1.000,950.00,0.000,0.00,0.00,950.00,640.00,310.00,32.63%,0.00
M.2 ssd 128gb,10069,Ram,7.000,7495.00,0.000,0.00,199.80,7295.20,4830.00,2465.20,33.79%,197.80
"M05 RGB EXHAUST FAN BLACK,",10648,Cpu fan & rgb fans,193.000,19661.00,0.000,0.00,0.00,19661.00,6035.36,13625.64,69.30%,0.00
m10 rgb fan dual ring,10232,best seller,147.000,15435.00,0.000,0.00,323.38,15111.62,11854.00,3257.62,21.56%,315.98
M10 RGB Fans,10059,Accessories,29.000,2900.00,0.000,0.00,17.28,2882.72,1610.00,1272.72,44.15%,0.00
MALE PLUG,10379,Vendo & pisonet parts Accessories,16.000,422.00,0.000,0.00,0.00,422.00,208.00,214.00,50.71%,0.00
maramba 2 sets r5 / rx580,10529,composite items,1.000,60000.00,0.000,0.00,0.00,60000.00,46476.84,13523.16,22.54%,0.00
maramba corei7 / gtx1660 ti,maramba10533,composite items,1.000,41000.00,0.000,0.00,0.00,41000.00,33153.67,7846.33,19.14%,0.00
maramba r5 5600g / gtx 1660ti,10530,composite items,1.000,37000.00,0.000,0.00,0.00,37000.00,27601.38,9398.62,25.40%,0.00
Mechanical Keyboard HACKER,10518,Accessories,7.000,5250.00,0.000,0.00,0.00,5250.00,3000.00,2250.00,42.86%,0.00
Media Converter 1000Mbps A/B Gigabit Fiber Optical,10353,Network Accessories,3.000,2097.00,0.000,0.00,139.80,1957.20,1635.30,321.90,16.45%,138.40
Media Converter HTB-3100 Fiber Optic non giga,10203,Network Accessories,3.000,1497.00,0.000,0.00,49.90,1447.10,1085.85,361.25,24.96%,49.41
Meteor 01 used,10312,Casing,2.000,2300.00,0.000,0.00,0.00,2300.00,2200.00,100.00,4.35%,117.00
Meteor 20 black,10121,Casing,1.000,1250.00,0.000,0.00,0.00,1250.00,990.00,260.00,20.80%,0.00
meteor 3 white with 6 remote rgb sycat fans,10342,Casing,2.000,3198.00,0.000,0.00,0.00,3198.00,1998.00,1200.00,37.52%,0.00
Meteor 30 black,10122,Casing,3.000,3750.00,0.000,0.00,59.53,3690.47,2970.00,720.47,19.52%,0.00
Meteor 30 white,10123,Casing,7.000,8750.00,0.000,0.00,12.50,8737.50,6930.00,1807.50,20.69%,0.00
MICROPACK BUNDLE KM-2003 (discount),11568,Big Letter,19.000,9690.00,0.000,0.00,0.00,9690.00,0.00,9690.00,100.00%,0.00
MICROPACK COLORED MOUSE MP-712W (discount),11570,Big Letter,2.000,750.00,0.000,0.00,0.00,750.00,0.00,750.00,100.00%,0.00
MICROPACK KM-2005 CLASSIC WIRED KEYBOARD BUNDLE (WS),10109,Keyboard & mouse,8.000,4160.00,0.000,0.00,0.00,4160.00,0.00,4160.00,100.00%,0.00
MICROTECH MOUSE M-100 (discount),11612,Big Letter,14.000,2786.00,0.000,0.00,0.00,2786.00,0.00,2786.00,100.00%,0.00
MICROTECH N350 SPEAKER (discount),11572,Big Letter,15.000,2400.00,0.000,0.00,0.00,2400.00,0.00,2400.00,100.00%,0.00
MINI JST WIRE,10301,Vendo & pisonet parts Accessories,53.000,265.00,0.000,0.00,0.56,264.44,132.50,131.94,49.89%,0.46
MINI KEYBOARD K-100,10157,Keyboard & mouse,4.000,1260.00,0.000,0.00,0.00,1260.00,760.00,500.00,39.68%,0.00
MLANG MOUSE OFFICE BUSINESS,10005,Keyboard & mouse,70.000,6380.00,1.000,90.00,9.00,6281.00,3575.00,2706.00,43.08%,8.10
mlang rgb mouse limit blade,10004,Accessories,81.000,6075.00,0.000,0.00,18.75,6056.25,3645.00,2411.25,39.81%,15.44
MLOONG TRI-MODE GAMING MOUSE WIRELESS (DISCOUNT),11113,Keyboard & mouse,8.000,6320.00,0.000,0.00,0.00,6320.00,0.00,6320.00,100.00%,0.00
MLOONG TRI-MODE GAMING MOUSE WIRELESS (WS),11114,Keyboard & mouse,3.000,2150.00,0.000,0.00,0.00,2150.00,0.00,2150.00,100.00%,0.00
Monitor bracket,10132,Accessories,3.000,450.00,0.000,0.00,2.98,447.02,270.00,177.02,39.60%,0.00
Mouse only A4TECH 8372,10286,Keyboard & mouse,9.000,1890.00,0.000,0.00,216.37,1673.63,1350.00,323.63,19.34%,0.00
mousepad extended (ROG),10550,best seller,394.000,43352.00,4.000,440.00,396.70,42515.30,29630.04,12885.26,30.31%,216.05
MS001 SPEAKER (DISCOUNT),10814,Headset and Speaker,165.000,28975.50,1.000,175.00,148.10,28652.40,16450.46,12201.94,42.59%,119.88
ms006 mini speaker,10604,Accessories,19.000,4680.00,0.000,0.00,0.00,4680.00,3212.32,1467.68,31.36%,0.00
MSI A520M-A PRO (discount),10711,Motherboard,9.000,35100.00,0.000,0.00,0.00,35100.00,25482.12,9617.88,27.40%,0.00
MSI A520M-A PRO (ws),10911,Motherboard,3.000,11400.00,0.000,0.00,0.00,11400.00,8786.40,2613.60,22.93%,0.00
MSI A520M-A PRO,4526541740756,mobo,7.000,31886.00,0.000,0.00,0.00,31886.00,20930.00,10956.00,34.36%,0.00
MSI B450M- A PRO MAX II MOTHERBOARD (7C52-130B2408004790),11756,Motherboard,1.000,4100.00,0.000,0.00,0.00,4100.00,0.00,4100.00,100.00%,0.00
MSI B450M- A PRO MAX II MOTHERBOARD (DISCOUNT),10032,Motherboard,5.000,19500.00,0.000,0.00,0.00,19500.00,0.00,19500.00,100.00%,0.00
